"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,6483,852,480,8,5,1.041667,1296.6,1,actions:offsite_conversion.fb_pixel_complete_registration,6483,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7609.15493,,1.775,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,"Anuncios en Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,90,44,36,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2045.454545,,1.222222,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,4371,396,288,6,7,2.083333,624.428571,2,actions:offsite_conversion.fb_pixel_complete_registration,2185.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11037.878788,,1.375,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,2292,158,116,1,1,0.862069,2292,1,actions:offsite_conversion.fb_pixel_complete_registration,2292,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14506.329114,,1.362069,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,43708,5577,3068,106,41,1.173403,1066.04878,13,actions:offsite_conversion.fb_pixel_complete_registration,3362.15384615,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7837.188453,,1.817797,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,309,35,26,2,1,3.846154,309,2,actions:offsite_conversion.fb_pixel_complete_registration,154.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8828.571429,,1.346154,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,"Reels instream",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,3,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,"Reels instream","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,53,35,25,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1514.285714,,1.4,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,Marketplace,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,19,7,6,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2714.285714,,1.166667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,71,23,15,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3086.956522,,1.533333,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,"Columna derecha",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,189,101,39,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1871.287129,,2.589744,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Facebook,"Resultados de búsqueda","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,10,7,6,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1428.571429,,1.166667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Instagram,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,641,55,50,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11654.545455,,1.1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,28172,2021,1280,15,8,0.390625,3521.5,6,actions:offsite_conversion.fb_pixel_complete_registration,4695.33333333,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13939.633845,,1.578906,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Instagram,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,96,18,13,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5333.333333,,1.384615,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,66,12,11,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5500,,1.090909,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,10,7,7,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1428.571429,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,15426,909,654,7,6,0.917431,2571,3,actions:offsite_conversion.fb_pixel_complete_registration,5142,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16970.29703,,1.389908,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Instagram,"Resultados de búsqueda de Instagram","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,7,4,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1750,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,66944,4972,2470,51,42,1.659919,1593.904762,16,actions:offsite_conversion.fb_pixel_complete_registration,4184,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13464.199517,,2.012955,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JAIME A. CORREA - IMG - 21/11/25",Threads,"Feed de Threads","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,490,96,93,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5104.166667,,1.032258,
2025-11-01,2026-03-20,"🟡SARA - F1 - RECONOCIMIENTO  - IG SARA MONTOYA -  20/11/2025 - Copia","Audience Network","Video con premio","En la app",active,5000,Diario,21629,2465,772,0,,0,,2395,video_thruplay_watched_actions,9.03082988,"En curso","7 días tras clic o 1 día tras visualización",8774.376289,,3.193005,
2025-11-01,2026-03-20,"🟡SARA - F1 - RECONOCIMIENTO  - IG SARA MONTOYA -  20/11/2025 - Copia",Facebook,"Feed del perfil de Facebook","En la app",active,5000,Diario,20,24,24,1,,0,,3,video_thruplay_watched_actions,6.66692484,"En curso","7 días tras clic o 1 día tras visualización",833.365604,,1,
2025-11-01,2026-03-20,"🟡SARA - F1 - RECONOCIMIENTO  - IG SARA MONTOYA -  20/11/2025 - Copia",Facebook,"Facebook Reels","En la app",active,5000,Diario,164939,140504,107225,4971,7,0.006528,23562.769585,42396,video_thruplay_watched_actions,3.89044691,"En curso","7 días tras clic o 1 día tras visualización",1173.912395,,1.310366,
2025-11-01,2026-03-20,"🟡SARA - F1 - RECONOCIMIENTO  - IG SARA MONTOYA -  20/11/2025 - Copia",Facebook,"Facebook Reels","Web móvil",active,5000,Diario,1307,1197,951,29,,0,,286,video_thruplay_watched_actions,4.57010704,"En curso","7 días tras clic o 1 día tras visualización",1091.938692,,1.258675,
2025-11-01,2026-03-20,"🟡SARA - F1 - RECONOCIMIENTO  - IG SARA MONTOYA -  20/11/2025 - Copia",Facebook,"Anuncios en Facebook Reels","En la app",active,5000,Diario,21,13,13,0,,0,,8,video_thruplay_watched_actions,2.62510165,"En curso","7 días tras clic o 1 día tras visualización",1615.447172,,1,
