"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,Explorar,"En la app",active,84615,Diario,584,56,52,1,1,1.923077,584.085461,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10430.09752,,1.076923,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Inicio de la sección ""Explorar""","En la app",active,84615,Diario,1122,353,299,1,1,0.334448,1122.164191,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3178.935384,,1.180602,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Reels","En la app",active,84615,Diario,611553,29936,14014,467,207,1.305837,2954.364638,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20428.697224,,2.13615,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Resultados de búsqueda de Instagram","En la app",active,84615,Diario,706,139,135,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5079.879959,,1.02963,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Stories",Computadora,active,84615,Diario,331,72,67,3,1,1.492537,331.048438,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4597.894968,,1.074627,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Stories","En la app",active,84615,Diario,647510,29652,11882,575,357,2.667901,1813.752776,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21836.966852,,2.495539,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Stories","Web móvil",active,84615,Diario,10,7,7,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1428.780482,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Messenger,"Messenger Stories","En la app",active,84615,Diario,44,39,39,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1128.370227,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Threads,"Feed de Threads","En la app",active,84615,Diario,3808,527,471,3,3,0.636943,1269.185702,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7224.966047,,1.118896,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",WhatsApp,"Mensajes de marketing","Sin categoría",active,84615,Diario,14733,142,142,14,14,0,1052.357143,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",103753.521127,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026","Audience Network","Nativo, banner e intersticial","En la app",active,50000,Diario,3989,277,164,60,66,30.487805,60.438951,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14400.616438,,1.689024,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026","Audience Network","Video con premio",Computadora,active,50000,Diario,0,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026","Audience Network","Video con premio","En la app",active,50000,Diario,11293,648,361,210,233,47.922438,48.467456,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17427.34136,,1.795014,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Notificaciones de Facebook","En la app",active,50000,Diario,92,8,7,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11499.915684,,1.142857,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Feed del perfil de Facebook","En la app",active,50000,Diario,1373,97,87,5,1,1.149425,1372.989933,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14154.535396,,1.114943,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Facebook Reels","En la app",active,50000,Diario,676246,41260,19526,1098,539,2.478746,1254.630875,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16389.870137,,2.11308,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Anuncios en Facebook Reels","En la app",active,50000,Diario,690,332,207,4,2,0.966184,344.997471,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2078.298015,,1.603865,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Facebook Stories","En la app",active,50000,Diario,93673,5112,3582,102,88,2.345059,1064.469468,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18324.200547,,1.427136,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,Feed,Computadora,active,50000,Diario,18829,1431,764,47,15,1.701571,1255.257463,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13157.835045,,1.873037,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,Feed,"En la app",active,50000,Diario,615592,48342,21812,1855,880,3.392628,699.536917,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12734.112915,,2.216303,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,Feed,"Web móvil",active,50000,Diario,1207,136,85,4,1,1.176471,1206.99115,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8874.93493,,1.6,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Reels instream","En la app",active,50000,Diario,15542,742,537,42,28,4.841713,555.067359,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20945.938071,,1.38175,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,Marketplace,Computadora,active,50000,Diario,425,148,104,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2871.600567,,1.423077,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,Marketplace,"En la app",active,50000,Diario,2780,631,371,6,5,1.347709,555.995924,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4405.672928,,1.700809,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Resultados de búsqueda",Computadora,active,50000,Diario,207,34,30,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6088.190656,,1.133333,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Resultados de búsqueda","En la app",active,50000,Diario,261,115,105,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2269.548577,,1.095238,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,Feed,Computadora,active,50000,Diario,2929,314,204,8,4,1.960784,732.244631,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9327.957086,,1.539216,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,Feed,"En la app",active,50000,Diario,279821,12679,7555,325,195,2.289874,1434.979222,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22069.638645,,1.678226,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,Feed,"Web móvil",active,50000,Diario,603,50,34,1,1,2.941176,602.995579,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12059.911578,,1.470588,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,Explorar,"En la app",active,50000,Diario,658,39,37,1,1,2.702703,657.995176,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16871.671171,,1.054054,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Inicio de la sección ""Explorar""","En la app",active,50000,Diario,477,181,169,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2635.339794,,1.071006,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Reels","En la app",active,50000,Diario,368246,18096,10554,425,188,1.629714,1958.756915,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20349.596599,,1.714611,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Resultados de búsqueda de Instagram","En la app",active,50000,Diario,584,63,63,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9269.773305,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Stories",Computadora,active,50000,Diario,224,43,43,4,2,4.651163,111.999179,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5209.264132,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Stories","En la app",active,50000,Diario,357339,17950,9357,426,282,2.746607,1267.160922,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19907.486352,,1.91835,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Stories","Web móvil",active,50000,Diario,1,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",499.996334,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Messenger,"Messenger Stories","En la app",active,50000,Diario,117,54,54,1,1,1.851852,116.999142,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2166.650781,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",Threads,"Feed de Threads","En la app",active,50000,Diario,1751,317,278,2,2,0.719424,875.493581,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5523.618807,,1.140288,
2025-11-01,2026-03-20,"🟢F2 - ADVTG SEGMENTADA - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",WhatsApp,"Mensajes de marketing","Sin categoría",active,50000,Diario,4439,35,35,2,3,0,1479.666667,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",126828.571429,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Feed del perfil de Facebook","En la app",inactive,50000,Diario,174,23,22,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",7565.863564,,1.045455,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Facebook Reels","En la app",inactive,50000,Diario,38295,4888,3777,89,26,0.688377,1472.895025,11,actions:onsite_conversion.messaging_conversation_started_7d,3481.38824185,"En curso","7 días tras clic o 1 día tras visualización",7834.548007,,1.294149,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Facebook Stories","En la app",inactive,50000,Diario,5712,848,757,10,10,1.321004,571.248788,3,actions:onsite_conversion.messaging_conversation_started_7d,1904.16262764,"En curso","7 días tras clic o 1 día tras visualización",6736.42439,,1.120211,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,Feed,"En la app",inactive,50000,Diario,68924,8291,6188,252,36,0.581771,1914.552404,30,actions:onsite_conversion.messaging_conversation_started_7d,2297.46288465,"En curso","7 días tras clic o 1 día tras visualización",8313.096917,,1.339851,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,Feed,"Web móvil",inactive,50000,Diario,84,13,10,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",6462.090365,,1.3,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,Marketplace,"En la app",inactive,50000,Diario,633,133,116,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",4759.805014,,1.146552,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Facebook,"Resultados de búsqueda","En la app",inactive,50000,Diario,40,7,7,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",5714.773792,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,Feed,"En la app",inactive,50000,Diario,3791,312,277,3,2,0.722022,1895.661902,2,actions:onsite_conversion.messaging_conversation_started_7d,1895.66190162,"En curso","7 días tras clic o 1 día tras visualización",12151.678857,,1.126354,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,Explorar,"En la app",inactive,50000,Diario,8,3,3,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",2666.894436,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,50000,Diario,5,3,3,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",1666.809023,,1,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Reels","En la app",inactive,50000,Diario,6641,463,415,5,4,0.963855,1660.141787,3,actions:onsite_conversion.messaging_conversation_started_7d,2213.52238227,"En curso","7 días tras clic o 1 día tras visualización",14342.477639,,1.115663,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",Instagram,"Instagram Stories","En la app",inactive,50000,Diario,4404,353,284,13,8,2.464789,550.54702,5,actions:onsite_conversion.messaging_conversation_started_7d,880.87523236,"En curso","7 días tras clic o 1 día tras visualización",12476.986294,,1.242958,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 09/01/2026",WhatsApp,Estado,"En la app",inactive,50000,Diario,84,131,131,1,1,0,84.007175,,,,"En curso","7 días tras clic o 1 día tras visualización",641.276143,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26","Audience Network","Nativo, banner e intersticial","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,448,61,29,10,10,31.034483,44.798733,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7344.054632,,2.103448,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,"Notificaciones de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,3,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2999.915173,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,526,59,53,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8915.002153,,1.113208,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,14289,2173,1277,34,15,1.174628,952.573065,4,actions:offsite_conversion.fb_pixel_complete_registration,3572.1489926,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6575.515863,,1.701644,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,"Anuncios en Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,99,80,50,1,1,2,98.997201,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1237.465009,,1.6,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,8632,1313,819,26,25,2.686203,345.270237,5,actions:offsite_conversion.fb_pixel_complete_registration,1726.35118506,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6574.071535,,1.603175,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,5852,419,279,9,2,0.716846,2925.917266,1,actions:offsite_conversion.fb_pixel_complete_registration,5851.83453138,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13966.192199,,1.501792,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,97060,12332,4611,342,119,2.212102,815.632399,42,actions:offsite_conversion.fb_pixel_complete_registration,2310.95846401,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7870.601321,,2.674474,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,490,78,47,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6281.873653,,1.659574,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,"Reels instream","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,156,53,34,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2943.313,,1.558824,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,Marketplace,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,17,8,7,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2124.939914,,1.142857,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,228,64,46,1,1,2.173913,227.993553,1,actions:offsite_conversion.fb_pixel_complete_registration,227.99355317,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3562.399268,,1.391304,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Facebook,"Columna derecha",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,223,152,52,0,,0,,1,actions:offsite_conversion.fb_pixel_complete_registration,222.99369455,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1467.06378,,2.923077,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Instagram,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,21,6,6,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3499.901036,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,79895,7299,3378,107,78,1.865009,1024.29155,45,actions:offsite_conversion.fb_pixel_complete_registration,1775.43868593,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10945.9845,,2.160746,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Instagram,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,2,3,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",666.647816,,1.5,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,256,47,38,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5446.654499,,1.236842,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,100,82,73,1,1,1.369863,99.997172,1,actions:offsite_conversion.fb_pixel_complete_registration,99.99717244,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1219.477713,,1.123288,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,23021,2205,1232,39,29,2.191558,793.839622,12,actions:offsite_conversion.fb_pixel_complete_registration,1918.44575332,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10440.521107,,1.789773,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Instagram,"Resultados de búsqueda de Instagram","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,5,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2499.929311,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,85329,8921,3392,118,97,2.682783,879.676157,49,actions:offsite_conversion.fb_pixel_complete_registration,1741.39973913,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9564.912814,,2.630012,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Messenger,"Messenger Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,6,3,3,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1999.943449,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juan Pablo López - IMG y VID 20/01/26",Threads,"Feed de Threads","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1630,422,367,2,2,0.544959,814.976955,1,actions:offsite_conversion.fb_pixel_complete_registration,1629.95391083,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3862.450026,,1.149864,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO SANTIAGO VELEZ - IMG y VID 02/02/26","Audience Network","Nativo, banner e intersticial","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,471,20,19,4,4,21.052632,117.751047,1,actions:offsite_conversion.fb_pixel_complete_registration,471.00418806,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",23550.209403,,1.052632,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO SANTIAGO VELEZ - IMG y VID 02/02/26","Audience Network","Video con premio",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,0,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,,1,
