"Inicio del informe","Fin del informe","Nombre de la campaña",Edad,Sexo,"Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JULIO C. RENDÓN - IMG - 26/11/25",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,179,4,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",44751.240354,,1,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",18-24,female,active,20000,Diario,151319,56787,39876,2753,2792,6.585415,54.197263,2773,profile_visit_view,54.56861143,"En curso","1 día tras clic",2664.672539,,1.42409,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",18-24,male,active,20000,Diario,114446,36636,22006,2001,2018,8.593111,56.712547,1992,profile_visit_view,57.45277072,"En curso","1 día tras clic",3123.865031,,1.664819,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",18-24,unknown,active,20000,Diario,1650,479,324,29,29,8.641975,56.902478,29,profile_visit_view,56.90247798,"En curso","1 día tras clic",3445.035201,,1.478395,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",25-34,female,active,20000,Diario,565287,168892,94978,8216,8356,8.003959,67.650416,8313,profile_visit_view,68.00034564,"En curso","1 día tras clic",3347.031673,,1.778222,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",25-34,male,active,20000,Diario,448041,126550,67077,6998,7076,9.700792,63.318353,7034,profile_visit_view,63.69642627,"En curso","1 día tras clic",3540.424041,,1.886638,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",25-34,unknown,active,20000,Diario,4644,1258,730,71,72,9.178082,64.506718,72,profile_visit_view,64.50671822,"En curso","1 día tras clic",3691.958436,,1.723288,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",35-44,female,active,20000,Diario,341573,75086,43281,4098,4148,9.038608,82.346329,4124,profile_visit_view,82.8255514,"En curso","1 día tras clic",4549.084703,,1.734849,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",35-44,male,active,20000,Diario,302148,71184,38126,3977,4017,9.389918,75.217443,3963,profile_visit_view,76.24235883,"En curso","1 día tras clic",4244.612104,,1.867072,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",35-44,unknown,active,20000,Diario,8346,1951,1008,92,95,9.027778,87.851255,91,profile_visit_view,91.71284838,"En curso","1 día tras clic",4277.739212,,1.935516,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",45-54,female,active,20000,Diario,94420,17417,10144,1075,1046,8.625789,90.267527,1035,profile_visit_view,91.22689237,"En curso","1 día tras clic",5421.130711,,1.716976,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",45-54,male,active,20000,Diario,97131,20751,11429,1254,1190,9.134657,81.622787,1162,profile_visit_view,83.58960067,"En curso","1 día tras clic",4680.792057,,1.815644,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",45-54,unknown,active,20000,Diario,3564,825,431,45,44,8.816705,81.008437,43,profile_visit_view,82.89235397,"En curso","1 día tras clic",4320.449965,,1.914153,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",55-64,female,active,20000,Diario,47261,9088,5481,537,464,7.772304,101.855436,441,profile_visit_view,107.16762384,"En curso","1 día tras clic",5200.365549,,1.658092,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",55-64,male,active,20000,Diario,33750,7435,4183,435,367,7.291418,91.960531,349,profile_visit_view,96.70348118,"En curso","1 día tras clic",4539.275714,,1.777432,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",55-64,unknown,active,20000,Diario,1539,297,149,15,14,7.38255,109.940021,13,profile_visit_view,118.39694615,"En curso","1 día tras clic",5182.357912,,1.993289,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",65+,female,active,20000,Diario,31173,6788,4092,461,353,7.893451,88.309481,328,profile_visit_view,95.04038604,"En curso","1 día tras clic",4592.405218,,1.658847,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",65+,male,active,20000,Diario,28329,5877,3362,442,344,8.804283,82.3516,328,profile_visit_view,86.3687512,"En curso","1 día tras clic",4820.308047,,1.748067,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",65+,unknown,active,20000,Diario,814,152,96,16,11,11.458333,74.007708,11,profile_visit_view,74.00770773,"En curso","1 día tras clic",5355.820954,,1.583333,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",Unknown,female,active,20000,Diario,50,7,7,1,1,14.285714,50.005208,1,profile_visit_view,50.00520792,"En curso","1 día tras clic",7143.601132,,1,
2025-11-01,2026-03-20,"🟡SARA - F1 - TRAFICO  - IG SARA MONTOYA -  26/11/2025",Unknown,male,active,20000,Diario,19,5,5,2,2,40,9.50099,2,profile_visit_view,9.50098951,"En curso","1 día tras clic",3800.395802,,1,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",18-24,female,inactive,7500,Diario,34976,33467,24395,897,9,0.036893,3886.168045,25439,actions:post_engagement,1.37487764,"En curso","7 días tras clic o 1 día tras visualización",1045.074623,,1.371879,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",18-24,male,inactive,7500,Diario,9241,9039,7060,187,3,0.042493,3080.466538,6442,actions:post_engagement,1.43455443,"En curso","7 días tras clic o 1 día tras visualización",1022.391815,,1.280312,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",18-24,unknown,inactive,7500,Diario,231,212,156,5,,0,,164,actions:post_engagement,1.4085975,"En curso","7 días tras clic o 1 día tras visualización",1089.669761,,1.358974,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",25-34,female,inactive,7500,Diario,91703,84804,53989,2395,13,0.024079,7054.074261,66238,actions:post_engagement,1.38444647,"En curso","7 días tras clic o 1 día tras visualización",1081.351887,,1.570764,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",25-34,male,inactive,7500,Diario,49097,49288,34293,920,4,0.011664,12274.280761,36133,actions:post_engagement,1.358789,"En curso","7 días tras clic o 1 día tras visualización",996.127314,,1.437261,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",25-34,unknown,inactive,7500,Diario,519,503,346,10,,0,,378,actions:post_engagement,1.37307525,"En curso","7 días tras clic o 1 día tras visualización",1031.853764,,1.453757,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",35-44,female,inactive,7500,Diario,61051,56854,37408,1353,9,0.024059,6783.404437,43496,actions:post_engagement,1.40359205,"En curso","7 días tras clic o 1 día tras visualización",1073.81433,,1.519835,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",35-44,male,inactive,7500,Diario,40396,41646,28202,633,3,0.010638,13465.248928,30117,actions:post_engagement,1.34129385,"En curso","7 días tras clic o 1 día tras visualización",969.979032,,1.476704,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",35-44,unknown,inactive,7500,Diario,874,845,567,17,,0,,613,actions:post_engagement,1.42583653,"En curso","7 días tras clic o 1 día tras visualización",1034.364254,,1.4903,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",45-54,female,inactive,7500,Diario,34474,33278,21468,645,5,0.02329,6894.898147,25261,actions:post_engagement,1.36473183,"En curso","7 días tras clic o 1 día tras visualización",1035.954406,,1.550121,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",45-54,male,inactive,7500,Diario,26317,27512,18792,347,15,0.079821,1754.475867,20543,actions:post_engagement,1.28107569,"En curso","7 días tras clic o 1 día tras visualización",956.569424,,1.464027,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",45-54,unknown,inactive,7500,Diario,675,683,434,11,,0,,519,actions:post_engagement,1.30063428,"En curso","7 días tras clic o 1 día tras visualización",988.329706,,1.573733,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",55-64,female,inactive,7500,Diario,35250,34190,21762,697,12,0.050547,2937.460354,26489,actions:post_engagement,1.3307231,"En curso","7 días tras clic o 1 día tras visualización",1030.989302,,1.571087,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",55-64,male,inactive,7500,Diario,34137,36581,24118,473,37,0.153412,922.634491,28799,actions:post_engagement,1.18537019,"En curso","7 días tras clic o 1 día tras visualización",933.202377,,1.516751,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",55-64,unknown,inactive,7500,Diario,416,405,250,7,,0,,317,actions:post_engagement,1.31235959,"En curso","7 días tras clic o 1 día tras visualización",1027.204912,,1.62,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",65+,female,inactive,7500,Diario,16689,15814,10742,307,10,0.093093,1668.872165,12620,actions:post_engagement,1.32240267,"En curso","7 días tras clic o 1 día tras visualización",1055.313118,,1.472165,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",65+,male,inactive,7500,Diario,26249,26775,17343,408,38,0.219109,690.766712,21758,actions:post_engagement,1.20641305,"En curso","7 días tras clic o 1 día tras visualización",980.359853,,1.543851,
2025-11-01,2026-03-20,"🟡SARA - F1 - INTERACCIÓN  - IG SARA MONTOYA -  26/11/2025",65+,unknown,inactive,7500,Diario,221,217,136,4,,0,,166,actions:post_engagement,1.33138287,"En curso","7 días tras clic o 1 día tras visualización",1018.47722,,1.595588,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",18-24,female,inactive,"Con el presupuesto del conjunto de anuncios",0,2061,304,210,9,7,3.333333,294.463759,2,actions:offsite_conversion.fb_pixel_complete_registration,1030.62315561,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6780.415497,,1.447619,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",18-24,male,inactive,"Con el presupuesto del conjunto de anuncios",0,5920,774,638,14,7,0.940439,845.760582,3,actions:offsite_conversion.fb_pixel_complete_registration,1973.44135821,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7648.997512,,1.213166,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",18-24,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,50,8,8,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6259.858817,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,12361,1242,876,25,8,0.913242,1545.18355,2,actions:offsite_conversion.fb_pixel_complete_registration,6180.7342014,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9952.87311,,1.417808,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,23593,2761,2204,59,23,1.043557,1025.789456,5,actions:offsite_conversion.fb_pixel_complete_registration,4718.63149727,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8545.149397,,1.252722,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,344,34,26,4,3,7.692308,114.513684,1,actions:offsite_conversion.fb_pixel_complete_registration,343.54105187,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10104.148584,,1.307692,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,14667,993,703,31,16,1.849218,916.693725,3,actions:offsite_conversion.fb_pixel_complete_registration,4889.03320074,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14770.493054,,1.412518,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,21227,1797,1412,52,27,1.84136,786.201172,7,actions:offsite_conversion.fb_pixel_complete_registration,3032.49023461,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11812.705421,,1.272663,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,1178,76,58,4,2,3.448276,588.927517,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15498.092565,,1.310345,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,4997,321,252,11,5,1.984127,999.37394,1,actions:offsite_conversion.fb_pixel_complete_registration,4996.86970196,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15566.57228,,1.27381,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,9679,717,587,29,16,2.555366,604.952756,4,actions:offsite_conversion.fb_pixel_complete_registration,2419.81102424,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13499.643092,,1.221465,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,256,44,35,4,1,2.857143,256.403817,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5827.35948,,1.257143,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",55-64,female,inactive,"Con el presupuesto del conjunto de anuncios",0,772,78,62,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9900.207483,,1.258065,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",55-64,male,inactive,"Con el presupuesto del conjunto de anuncios",0,3544,235,193,16,9,4.663212,393.731209,1,actions:offsite_conversion.fb_pixel_complete_registration,3543.58087904,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15079.06757,,1.217617,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",55-64,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,16,4,4,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4006.309643,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",65+,female,inactive,"Con el presupuesto del conjunto de anuncios",0,360,31,28,5,4,10.714286,89.891573,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11598.912595,,1.107143,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,1192,102,72,3,2,2.777778,595.938559,1,actions:offsite_conversion.fb_pixel_complete_registration,1191.87711873,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11685.069791,,1.416667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  ANDRÉS ORTEGA - IMG - 09/12/25",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,9,3,3,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3004.732232,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",18-24,female,inactive,"Con el presupuesto del conjunto de anuncios",0,17438,1992,525,23,16,2.666667,1089.850675,5,actions:offsite_conversion.fb_pixel_complete_registration,3487.52215953,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8753.820682,,3.794286,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",18-24,male,inactive,"Con el presupuesto del conjunto de anuncios",0,886,117,51,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7572.914834,,2.294118,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",18-24,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,74,16,5,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4625.162008,,3.2,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,112994,11303,2904,164,103,3.099174,1097.028718,54,actions:offsite_conversion.fb_pixel_complete_registration,2092.48070198,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9996.811281,,3.892218,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,4891,638,183,13,4,2.185792,1222.792832,3,actions:offsite_conversion.fb_pixel_complete_registration,1630.390442,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7666.412737,,3.486339,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,356,61,41,1,1,2.439024,356.01247,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5836.270004,,1.487805,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,134080,10375,2946,195,117,3.496266,1145.980312,62,actions:offsite_conversion.fb_pixel_complete_registration,2162.57574984,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12923.34424,,3.521724,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,5686,566,166,10,8,3.614458,710.774897,2,actions:offsite_conversion.fb_pixel_complete_registration,2843.09958695,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10046.288293,,3.409639,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,2996,228,59,4,2,3.389831,1498.052473,2,actions:offsite_conversion.fb_pixel_complete_registration,1498.05247318,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13140.811168,,3.864407,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,46929,3031,995,92,46,3.61809,1020.187909,23,actions:offsite_conversion.fb_pixel_complete_registration,2040.37581729,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15482.891388,,3.046231,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,2835,190,78,2,1,1.282051,2835.099307,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14921.575299,,2.435897,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,1060,77,26,2,1,3.846154,1060.037131,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13766.715981,,2.961538,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",55-64,female,inactive,"Con el presupuesto del conjunto de anuncios",0,7318,467,158,20,11,5.696203,665.296031,4,actions:offsite_conversion.fb_pixel_complete_registration,1829.56408524,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15670.784456,,2.955696,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",55-64,male,inactive,"Con el presupuesto del conjunto de anuncios",0,503,60,27,3,2,7.407407,251.50881,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8383.626992,,2.222222,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",55-64,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,36,11,5,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3272.841913,,2.2,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",65+,female,inactive,"Con el presupuesto del conjunto de anuncios",0,3315,190,77,2,1,1.298701,3315.116121,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17447.979582,,2.467532,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,990,112,18,5,2,5.555556,495.017339,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8839.595344,,6.222222,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  @paofelicidad - IMG 07/01/26",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,200,27,7,2,1,14.285714,200.007006,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7407.66688,,3.857143,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",18-24,female,active,84615,Diario,70789,5441,1867,132,69,3.053026,1025.932719,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13010.357953,,2.914301,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",18-24,male,active,84615,Diario,391468,31254,7950,511,271,2.805031,1444.532392,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12525.38165,,3.931321,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",18-24,unknown,active,84615,Diario,7002,479,132,11,7,4.545455,1000.289216,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14618.005237,,3.628788,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",25-34,female,active,84615,Diario,334461,17860,5478,408,224,3.249361,1493.129183,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18726.816182,,3.260314,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",25-34,male,active,84615,Diario,1180251,85178,20963,1713,913,3.258121,1292.717075,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13856.285539,,4.063254,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",25-34,unknown,active,84615,Diario,21765,1258,444,24,12,2.252252,1813.765383,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17301.418598,,2.833333,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",35-44,female,active,84615,Diario,289939,11281,3700,379,231,4.351351,1255.149016,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",25701.571031,,3.048919,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",35-44,male,active,84615,Diario,940187,50864,14034,1380,712,3.961807,1320.486748,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18484.322201,,3.624341,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",35-44,unknown,active,84615,Diario,36432,1568,455,46,19,3.076923,1917.491086,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",23234.904742,,3.446154,
2025-11-01,2026-03-20,"🟢F2 - ADVTG - VENTAS - VSL LANDING - EFFICOMMERCE - VIDS - 09/01/2026",45-54,female,active,84615,Diario,112018,3241,1216,148,106,6.167763,1056.777265,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",34562.909624,,2.665296,
